"","Doctor_words"
"1","  Hello, Tom."
"2","  My name is Julie.  It is nice to meet you."
"3","  I am a fourth year medical student and it sounds like you are coming in with some cough and fevers."
"4","  Right, right."
"5","  Is that something…"
"6","  Okay.  Is that something you are concerned about too, as having COVID?"
"7","  Okay, yeah.  Why do not you just start by telling me what you started feeling last week?"
"8","  Hmm, hmm.  Have you had this before?"
"9","   Okay, okay, but it is like something you have had in the past where you get that runny."
"10","  Okay.  And is it feeling like it is getting worse or do you feel like it is actually improving now that it has been a week."
"11","  Kind of the same or worse."
"12","  It is a little worse.  Okay."
"13","  Yeah.  Have you been feeling like you are running fevers or having chills?"
"14","  A little warm, okay.  Do you feel like you are getting like chills?"
"15","  That is fair.  That is fair.  Maybe not particularly feeling chills or anything."
"16","  Okay.  And in terms of your cough, do you feel like, you are coughing up stuff or is it pretty dry?"
"17","  Okay, okay and when you look at it like, is there a color to it or…"
"18","  Off white, okay, any blood when you are coughing. "
"19","  Okay, alright.  And then the runny nose, same thing, do you feel like it is kind of snotty or is it pretty liquidy?"
"20","  Okay.  Hear just like what?  (Laughs)"
"21","  Hmm.  That is fair, that is fair.  And are you having chest pain?"
"22","  Okay.  Is it like painful to breathe in and out?"
"23","  Okay.  And do you feel like you are more tired than usual?"
"24","  Okay.  Alright.  And then how has your appetite been?"
"25","  Any changes in your appetite the past week?"
"26","  Okay, okay.  Anything make your symptoms better or worse?"
"27","  Nyquil and DayQuil.  Has those been helping at all?"
"28","  All equals (laughs)."
"29","  Okay.  Helps you sleep.  Any like other medications that you have tried?"
"30","  Okay.  And then what are medications you take regularly?"
"31","  Nothing, Okay.  Any like sick contacts you have been around recently?"
"32","  Okay."
"33","  Mentally, some?"
"34","  Okay, kind of just interpersonal things rather than physically ill."
"35","  Okay, okay.  So, it sounds like you have kind of had this like week long of coughs, runny nose.  You are kind of concerned that it might be either an upper respiratory thing like a cold, your girlfriend is concerned it might be COVID.  Are you up for a COVID test?"
"36","  You write it out (laughs)."
"37","  Yeah, have you gotten your COVID vaccine?"
"38","  Okay, not interested?"
"39","  Okay."
"40","  Hmm, hmm.  Well, it does not sound like you are having like you are seriously bothered or concerned about this cough.  Would you be agreeable to getting a COVID test to see to rule that out?"
"41","  I can check your insurance plan.  I am not super familiar with insurance coverage myself."
"42","  Hardly ever use, yeah."
"43","  Yeah, let us see.  Would that be something you would want to check before agreeing to any tests?"
"44","  Oh, yeah, okay.  So, that is something that I can check then I can like see if your insurance would cover that or how much that would be and then if it was covered, is that something you would want to get?"
"45","  The COVID test?"
"46","  We should be able to just do it in office or if you can go in, they just take a swab of your nose."
"47","  Sounds pretty simple if that is covered or if that is something newer."
"48","  That is totally understandable."
"49","  Yeah, that is very understandable, especially if it is something you feel like you can ride out. I get that (laughs)."
"50","  Okay, that sounds good.  That is something we can offer you and then in terms of symptoms, I would say we can, you can continue taking things that help you feel better, so if the DayQuil and NyQuil help you, if you feel like you have fevers, Tylenol is a great option.  If you do feel like it is like within the next few days to a week, you still are not getting better and you are getting worse, I would make another appointment and go in just in case we are missing something or if that infection is just not going away.  Does that sound reasonable?"
"51","  (Laughs) okay.  And then of course hygiene, clean hands and hopefully limiting contact as much as you can.  I know you sounded busy, but anything helps."
"52","  Alright.  Does that sound pretty reasonable?  I can check in about the COVID testing.  You can continue over-the-counter things unless you really feel over the next week things are getting worse."
"53","  Yeah, I do not see anything in your chart right now (laughs)."
"54","  (laughs), right.  Sounds like she really cares about your health."
"55","  10 years is a long time.  Were you interested in establishing care?"
"56","  Yeah, yeah, definitely.  Yeah. Well, I can also take, you know, especially just getting like a history of medical conditions you have had in the past.  Anything we should know?  For example, have you been diagnosed with diabetes that you know of, heart disease, anything in your family history like cancers?"
"57","  Oh, yeah, I am sorry to hear that.  Do you know type of cancer? "
"58","  Okay, okay."
"59","  Breast cancer, great, and it sounds like she passed away."
"60","  Alright.  And do you know what she passed away from?"
"61","  Not really sure?"
